TaskID,TaskName,Department,Owner,RiskLevel,StartMonth,PlannedDurationMonths,PlannedEndMonth,ActualEndMonth,PlannedCostUSD,Month,MonthActualProgressPct,MonthCumulativeProgressPct,MonthSpendUSD,CompletedOnTime
3,Task 3,Security,Employee_88,Low,3,1,3,6,21250.56,4,31.87,67.93,6756.56,False
3,Task 3,Security,Employee_88,Low,3,1,3,6,21250.56,5,9.61,77.54,2631.81,False
3,Task 3,Security,Employee_88,Low,3,1,3,6,21250.56,6,22.46,100.0,5046.43,False
4,Task 4,Data,Employee_52,Low,3,1,3,6,17889.82,1,0.0,0.0,0.0,False
4,Task 4,Data,Employee_52,Low,3,1,3,6,17889.82,2,0.0,0.0,0.0,False
4,Task 4,Data,Employee_52,Low,3,1,3,6,17889.82,3,30.72,30.72,6215.16,False
4,Task 4,Data,Employee_52,Low,3,1,3,6,17889.82,4,22.73,53.46,4461.41,False
4,Task 4,Data,Employee_52,Low,3,1,3,6,17889.82,5,27.75,81.2,4854.96,False
4,Task 4,Data,Employee_52,Low,3,1,3,6,17889.82,6,18.8,100.0,3998.32,False
5,Task 5,Data,Employee_28,Medium,6,4,9,12,6733.04,1,0.0,0.0,0.0,False
5,Task 5,Data,Employee_28,Medium,6,4,9,12,6733.04,2,0.0,0.0,0.0,False
5,Task 5,Data,Employee_28,Medium,6,4,9,12,6733.04,3,0.0,0.0,0.0,False
5,Task 5,Data,Employee_28,Medium,6,4,9,12,6733.04,4,0.0,0.0,0.0,False
5,Task 5,Data,Employee_28,Medium,6,4,9,12,6733.04,5,0.0,0.0,0.0,False
5,Task 5,Data,Employee_28,Medium,6,4,9,12,6733.04,6,8.31,8.31,586.55,False
5,Task 5,Data,Employee_28,Medium,6,4,9,12,6733.04,7,2.87,11.18,175.26,False
5,Task 5,Data,Employee_28,Medium,6,4,9,12,6733.04,8,16.05,27.23,1373.63,False
5,Task 5,Data,Employee_28,Medium,6,4,9,12,6733.04,9,6.11,33.34,440.94,False
6,Task 6,Networking,Employee_19,Low,3,2,4,7,6732.43,1,0.0,0.0,0.0,False
6,Task 6,Networking,Employee_19,Low,3,2,4,7,6732.43,2,0.0,0.0,0.0,False
6,Task 6,Networking,Employee_19,Low,3,2,4,7,6732.43,3,15.76,15.76,1191.56,False
6,Task 6,Networking,Employee_19,Low,3,2,4,7,6732.43,4,19.29,35.05,1654.94,False
6,Task 6,Networking,Employee_19,Low,3,2,4,7,6732.43,5,37.4,72.46,2967.39,False
6,Task 6,Networking,Employee_19,Low,3,2,4,7,6732.43,6,16.64,89.09,1263.53,False
6,Task 6,Networking,Employee_19,Low,3,2,4,7,6732.43,7,10.91,100.0,689.43,False
7,Task 7,Data,Employee_96,High,5,4,8,10,4264.57,1,0.0,0.0,0.0,False
7,Task 7,Data,Employee_96,High,5,4,8,10,4264.57,2,0.0,0.0,0.0,False
7,Task 7,Data,Employee_96,High,5,4,8,10,4264.57,3,0.0,0.0,0.0,False
7,Task 7,Data,Employee_96,High,5,4,8,10,4264.57,4,0.0,0.0,0.0,False
7,Task 7,Data,Employee_96,High,5,4,8,10,4264.57,5,15.96,15.96,802.56,False
7,Task 7,Data,Employee_96,High,5,4,8,10,4264.57,6,24.21,40.18,1219.35,False
7,Task 7,Data,Employee_96,High,5,4,8,10,4264.57,7,5.52,45.7,245.84,False
7,Task 7,Data,Employee_96,High,5,4,8,10,4264.57,8,13.84,59.54,600.47,False
7,Task 7,Data,Employee_96,High,5,4,8,10,4264.57,9,21.73,81.27,1134.2,False
8,Task 8,Security,Employee_18,Low,5,4,8,11,24632.64,1,0.0,0.0,0.0,False
8,Task 8,Security,Employee_18,Low,5,4,8,11,24632.64,2,0.0,0.0,0.0,False
8,Task 8,Security,Employee_18,Low,5,4,8,11,24632.64,3,0.0,0.0,0.0,False
8,Task 8,Security,Employee_18,Low,5,4,8,11,24632.64,4,0.0,0.0,0.0,False
8,Task 8,Security,Employee_18,Low,5,4,8,11,24632.64,5,17.1,17.1,5131.05,False
8,Task 8,Security,Employee_18,Low,5,4,8,11,24632.64,6,17.9,35.0,5539.43,False
8,Task 8,Security,Employee_18,Low,5,4,8,11,24632.64,7,10.88,45.88,2774.32,False
8,Task 8,Security,Employee_18,Low,5,4,8,11,24632.64,8,10.71,56.59,2770.18,False
8,Task 8,Security,Employee_18,Low,5,4,8,11,24632.64,9,15.9,72.49,3671.11,False
9,Task 9,Platform,Employee_20,High,6,2,7,9,17951.74,1,0.0,0.0,0.0,False
9,Task 9,Platform,Employee_20,High,6,2,7,9,17951.74,2,0.0,0.0,0.0,False
9,Task 9,Platform,Employee_20,High,6,2,7,9,17951.74,3,0.0,0.0,0.0,False
9,Task 9,Platform,Employee_20,High,6,2,7,9,17951.74,4,0.0,0.0,0.0,False
9,Task 9,Platform,Employee_20,High,6,2,7,9,17951.74,5,0.0,0.0,0.0,False
9,Task 9,Platform,Employee_20,High,6,2,7,9,17951.74,6,24.75,24.75,4053.09,False
9,Task 9,Platform,Employee_20,High,6,2,7,9,17951.74,7,28.06,52.81,4608.37,False
9,Task 9,Platform,Employee_20,High,6,2,7,9,17951.74,8,17.07,69.87,3765.38,False
9,Task 9,Platform,Employee_20,High,6,2,7,9,17951.74,9,30.13,100.0,5646.43,False
10,Task 10,Platform,Employee_50,Medium,4,5,8,10,20647.62,1,0.0,0.0,0.0,False
10,Task 10,Platform,Employee_50,Medium,4,5,8,10,20647.62,2,0.0,0.0,0.0,False
10,Task 10,Platform,Employee_50,Medium,4,5,8,10,20647.62,3,0.0,0.0,0.0,False
10,Task 10,Platform,Employee_50,Medium,4,5,8,10,20647.62,4,7.51,7.51,1724.37,False
10,Task 10,Platform,Employee_50,Medium,4,5,8,10,20647.62,5,19.96,27.47,4600.82,False
10,Task 10,Platform,Employee_50,Medium,4,5,8,10,20647.62,6,27.77,55.24,6622.53,False
10,Task 10,Platform,Employee_50,Medium,4,5,8,10,20647.62,7,10.3,65.54,2532.73,False
10,Task 10,Platform,Employee_50,Medium,4,5,8,10,20647.62,8,23.13,88.68,6163.49,False
10,Task 10,Platform,Employee_50,Medium,4,5,8,10,20647.62,9,6.19,94.87,1414.67,False
11,Task 11,Platform,Employee_88,High,6,1,6,9,3319.4,1,0.0,0.0,0.0,False
11,Task 11,Platform,Employee_88,High,6,1,6,9,3319.4,2,0.0,0.0,0.0,False
11,Task 11,Platform,Employee_88,High,6,1,6,9,3319.4,3,0.0,0.0,0.0,False
11,Task 11,Platform,Employee_88,High,6,1,6,9,3319.4,4,0.0,0.0,0.0,False
11,Task 11,Platform,Employee_88,High,6,1,6,9,3319.4,5,0.0,0.0,0.0,False
11,Task 11,Platform,Employee_88,High,6,1,6,9,3319.4,6,44.69,44.69,1350.19,False
11,Task 11,Platform,Employee_88,High,6,1,6,9,3319.4,7,18.83,63.53,803.41,False
11,Task 11,Platform,Employee_88,High,6,1,6,9,3319.4,8,27.13,90.65,1111.47,False
11,Task 11,Platform,Employee_88,High,6,1,6,9,3319.4,9,9.35,100.0,365.65,False
12,Task 12,Data,Employee_99,Low,6,3,8,9,27247.26,1,0.0,0.0,0.0,False
12,Task 12,Data,Employee_99,Low,6,3,8,9,27247.26,2,0.0,0.0,0.0,False
12,Task 12,Data,Employee_99,Low,6,3,8,9,27247.26,3,0.0,0.0,0.0,False
12,Task 12,Data,Employee_99,Low,6,3,8,9,27247.26,4,0.0,0.0,0.0,False
12,Task 12,Data,Employee_99,Low,6,3,8,9,27247.26,5,0.0,0.0,0.0,False
12,Task 12,Data,Employee_99,Low,6,3,8,9,27247.26,6,36.28,36.28,11069.27,False
12,Task 12,Data,Employee_99,Low,6,3,8,9,27247.26,7,19.84,56.12,6411.02,False
12,Task 12,Data,Employee_99,Low,6,3,8,9,27247.26,8,18.67,74.79,5920.36,False
12,Task 12,Data,Employee_99,Low,6,3,8,9,27247.26,9,25.21,100.0,6951.3,False
13,Task 13,Security,Employee_59,High,1,6,6,7,23782.38,1,22.88,22.88,6545.46,False
13,Task 13,Security,Employee_59,High,1,6,6,7,23782.38,2,18.22,41.09,3924.65,False
13,Task 13,Security,Employee_59,High,1,6,6,7,23782.38,3,14.28,55.38,3214.33,False
13,Task 13,Security,Employee_59,High,1,6,6,7,23782.38,4,15.51,70.89,3388.03,False
13,Task 13,Security,Employee_59,High,1,6,6,7,23782.38,5,11.39,82.28,2481.81,False
13,Task 13,Security,Employee_59,High,1,6,6,7,23782.38,6,7.7,89.98,2274.92,False
13,Task 13,Security,Employee_59,High,1,6,6,7,23782.38,7,10.02,100.0,2816.38,False
13,Task 13,Security,Employee_59,High,1,6,6,7,23782.38,8,0.0,100.0,0.0,False
13,Task 13,Security,Employee_59,High,1,6,6,7,23782.38,9,0.0,100.0,0.0,False
14,Task 14,Security,Employee_65,Medium,1,6,6,9,8152.6,1,12.21,12.21,913.91,False
14,Task 14,Security,Employee_65,Medium,1,6,6,9,8152.6,2,4.36,16.57,373.07,False
14,Task 14,Security,Employee_65,Medium,1,6,6,9,8152.6,3,12.57,29.14,1179.19,False
14,Task 14,Security,Employee_65,Medium,1,6,6,9,8152.6,4,12.2,41.34,1094.88,False
14,Task 14,Security,Employee_65,Medium,1,6,6,9,8152.6,5,5.93,47.27,600.84,False
14,Task 14,Security,Employee_65,Medium,1,6,6,9,8152.6,6,11.37,58.64,1078.35,False
14,Task 14,Security,Employee_65,Medium,1,6,6,9,8152.6,7,10.63,69.27,836.53,False
14,Task 14,Security,Employee_65,Medium,1,6,6,9,8152.6,8,15.17,84.43,1147.63,False
14,Task 14,Security,Employee_65,Medium,1,6,6,9,8152.6,9,15.57,100.0,1468.3,False
15,Task 15,Security,Employee_20,High,3,2,4,7,7383.49,1,0.0,0.0,0.0,False
15,Task 15,Security,Employee_20,High,3,2,4,7,7383.49,2,0.0,0.0,0.0,False
15,Task 15,Security,Employee_20,High,3,2,4,7,7383.49,3,4.48,4.48,382.84,False
15,Task 15,Security,Employee_20,High,3,2,4,7,7383.49,4,22.69,27.17,1814.65,False
15,Task 15,Security,Employee_20,High,3,2,4,7,7383.49,5,34.23,61.39,2825.93,False
15,Task 15,Security,Employee_20,High,3,2,4,7,7383.49,6,22.35,83.75,2106.81,False
15,Task 15,Security,Employee_20,High,3,2,4,7,7383.49,7,16.25,100.0,1265.46,False
16,Task 16,Platform,Employee_77,Low,3,4,6,6,7423.3,1,0.0,0.0,0.0,True
16,Task 16,Platform,Employee_77,Low,3,4,6,6,7423.3,2,0.0,0.0,0.0,True
16,Task 16,Platform,Employee_77,Low,3,4,6,6,7423.3,3,41.62,41.62,2905.47,True
16,Task 16,Platform,Employee_77,Low,3,4,6,6,7423.3,4,39.46,81.08,2657.45,True
16,Task 16,Platform,Employee_77,Low,3,4,6,6,7423.3,5,11.91,92.99,829.33,True
16,Task 16,Platform,Employee_77,Low,3,4,6,6,7423.3,6,7.01,100.0,610.12,True
17,Task 17,Data,Employee_40,Low,2,1,2,5,10469.03,1,0.0,0.0,0.0,False
17,Task 17,Data,Employee_40,Low,2,1,2,5,10469.03,2,10.71,10.71,1373.9,False
17,Task 17,Data,Employee_40,Low,2,1,2,5,10469.03,3,25.26,35.96,2677.99,False
17,Task 17,Data,Employee_40,Low,2,1,2,5,10469.03,4,56.14,92.11,5567.72,False
17,Task 17,Data,Employee_40,Low,2,1,2,5,10469.03,5,7.89,100.0,973.87,False
18,Task 18,Platform,Employee_11,Low,6,4,9,8,16027.11,1,0.0,0.0,0.0,True
18,Task 18,Platform,Employee_11,Low,6,4,9,8,16027.11,2,0.0,0.0,0.0,True
18,Task 18,Platform,Employee_11,Low,6,4,9,8,16027.11,3,0.0,0.0,0.0,True
18,Task 18,Platform,Employee_11,Low,6,4,9,8,16027.11,4,0.0,0.0,0.0,True
18,Task 18,Platform,Employee_11,Low,6,4,9,8,16027.11,5,0.0,0.0,0.0,True
18,Task 18,Platform,Employee_11,Low,6,4,9,8,16027.11,6,28.74,28.74,5626.35,True
18,Task 18,Platform,Employee_11,Low,6,4,9,8,16027.11,7,38.39,67.14,6232.34,True
18,Task 18,Platform,Employee_11,Low,6,4,9,8,16027.11,8,32.86,100.0,5114.24,True
19,Task 19,Security,Employee_17,High,6,4,9,10,13687.79,1,0.0,0.0,0.0,False
19,Task 19,Security,Employee_17,High,6,4,9,10,13687.79,2,0.0,0.0,0.0,False
19,Task 19,Security,Employee_17,High,6,4,9,10,13687.79,3,0.0,0.0,0.0,False
19,Task 19,Security,Employee_17,High,6,4,9,10,13687.79,4,0.0,0.0,0.0,False
19,Task 19,Security,Employee_17,High,6,4,9,10,13687.79,5,0.0,0.0,0.0,False
19,Task 19,Security,Employee_17,High,6,4,9,10,13687.79,6,22.16,22.16,3672.38,False
19,Task 19,Security,Employee_17,High,6,4,9,10,13687.79,7,23.61,45.77,3348.9,False
19,Task 19,Security,Employee_17,High,6,4,9,10,13687.79,8,28.33,74.1,4934.14,False
19,Task 19,Security,Employee_17,High,6,4,9,10,13687.79,9,13.47,87.57,2292.43,False
20,Task 20,Networking,Employee_28,High,5,6,10,11,10141.03,1,0.0,0.0,0.0,False
20,Task 20,Networking,Employee_28,High,5,6,10,11,10141.03,2,0.0,0.0,0.0,False
20,Task 20,Networking,Employee_28,High,5,6,10,11,10141.03,3,0.0,0.0,0.0,False
20,Task 20,Networking,Employee_28,High,5,6,10,11,10141.03,4,0.0,0.0,0.0,False
20,Task 20,Networking,Employee_28,High,5,6,10,11,10141.03,5,17.45,17.45,2226.13,False
20,Task 20,Networking,Employee_28,High,5,6,10,11,10141.03,6,17.52,34.97,1875.76,False
20,Task 20,Networking,Employee_28,High,5,6,10,11,10141.03,7,4.34,39.3,397.67,False
20,Task 20,Networking,Employee_28,High,5,6,10,11,10141.03,8,20.52,59.82,2626.07,False
20,Task 20,Networking,Employee_28,High,5,6,10,11,10141.03,9,12.48,72.3,1184.82,False
21,Task 21,Data,Employee_52,Medium,6,6,11,12,18222.39,1,0.0,0.0,0.0,False
21,Task 21,Data,Employee_52,Medium,6,6,11,12,18222.39,2,0.0,0.0,0.0,False
21,Task 21,Data,Employee_52,Medium,6,6,11,12,18222.39,3,0.0,0.0,0.0,False
21,Task 21,Data,Employee_52,Medium,6,6,11,12,18222.39,4,0.0,0.0,0.0,False
21,Task 21,Data,Employee_52,Medium,6,6,11,12,18222.39,5,0.0,0.0,0.0,False
21,Task 21,Data,Employee_52,Medium,6,6,11,12,18222.39,6,22.7,22.7,4968.42,False
21,Task 21,Data,Employee_52,Medium,6,6,11,12,18222.39,7,14.64,37.34,3245.25,False
21,Task 21,Data,Employee_52,Medium,6,6,11,12,18222.39,8,15.89,53.23,3519.83,False
21,Task 21,Data,Employee_52,Medium,6,6,11,12,18222.39,9,11.97,65.19,2041.87,False
22,Task 22,Networking,Employee_16,Low,2,2,3,3,6316.53,1,0.0,0.0,0.0,True
22,Task 22,Networking,Employee_16,Low,2,2,3,3,6316.53,2,35.62,35.62,2340.82,True
22,Task 22,Networking,Employee_16,Low,2,2,3,3,6316.53,3,64.38,100.0,3850.3,True
23,Task 23,Security,Employee_76,Low,2,1,2,5,10164.11,1,0.0,0.0,0.0,False
23,Task 23,Security,Employee_76,Low,2,1,2,5,10164.11,2,12.29,12.29,1165.87,False
23,Task 23,Security,Employee_76,Low,2,1,2,5,10164.11,3,42.19,54.48,5061.85,False
23,Task 23,Security,Employee_76,Low,2,1,2,5,10164.11,4,35.26,89.74,3330.02,False
23,Task 23,Security,Employee_76,Low,2,1,2,5,10164.11,5,10.26,100.0,1281.55,False
23,Task 23,Security,Employee_76,Low,2,1,2,5,10164.11,6,0.0,100.0,0.0,False
23,Task 23,Security,Employee_76,Low,2,1,2,5,10164.11,7,0.0,100.0,0.0,False
23,Task 23,Security,Employee_76,Low,2,1,2,5,10164.11,8,0.0,100.0,0.0,False
23,Task 23,Security,Employee_76,Low,2,1,2,5,10164.11,9,0.0,100.0,0.0,False
24,Task 24,Platform,Employee_30,Medium,1,1,1,2,12034.76,1,80.94,80.94,9097.52,False
24,Task 24,Platform,Employee_30,Medium,1,1,1,2,12034.76,2,19.06,100.0,2969.55,False
25,Task 25,Security,Employee_36,Low,6,4,9,11,14295.86,1,0.0,0.0,0.0,False
25,Task 25,Security,Employee_36,Low,6,4,9,11,14295.86,2,0.0,0.0,0.0,False
25,Task 25,Security,Employee_36,Low,6,4,9,11,14295.86,3,0.0,0.0,0.0,False
25,Task 25,Security,Employee_36,Low,6,4,9,11,14295.86,4,0.0,0.0,0.0,False
25,Task 25,Security,Employee_36,Low,6,4,9,11,14295.86,5,0.0,0.0,0.0,False
25,Task 25,Security,Employee_36,Low,6,4,9,11,14295.86,6,9.88,9.88,1484.3,False
25,Task 25,Security,Employee_36,Low,6,4,9,11,14295.86,7,9.81,19.69,1308.98,False
25,Task 25,Security,Employee_36,Low,6,4,9,11,14295.86,8,18.81,38.51,3256.59,False
25,Task 25,Security,Employee_36,Low,6,4,9,11,14295.86,9,21.55,60.06,3460.93,False
26,Task 26,Networking,Employee_32,Low,4,4,7,8,22591.02,1,0.0,0.0,0.0,False
26,Task 26,Networking,Employee_32,Low,4,4,7,8,22591.02,2,0.0,0.0,0.0,False
26,Task 26,Networking,Employee_32,Low,4,4,7,8,22591.02,3,0.0,0.0,0.0,False
26,Task 26,Networking,Employee_32,Low,4,4,7,8,22591.02,4,13.11,13.11,2806.31,False
26,Task 26,Networking,Employee_32,Low,4,4,7,8,22591.02,5,35.6,48.71,7617.1,False
26,Task 26,Networking,Employee_32,Low,4,4,7,8,22591.02,6,7.22,55.94,1892.08,False
26,Task 26,Networking,Employee_32,Low,4,4,7,8,22591.02,7,34.19,90.13,9256.64,False
26,Task 26,Networking,Employee_32,Low,4,4,7,8,22591.02,8,9.87,100.0,2527.81,False
27,Task 27,Networking,Employee_46,Medium,4,4,7,6,7833.37,1,0.0,0.0,0.0,True
27,Task 27,Networking,Employee_46,Medium,4,4,7,6,7833.37,2,0.0,0.0,0.0,True
27,Task 27,Networking,Employee_46,Medium,4,4,7,6,7833.37,3,0.0,0.0,0.0,True
27,Task 27,Networking,Employee_46,Medium,4,4,7,6,7833.37,4,54.87,54.87,5361.6,True
27,Task 27,Networking,Employee_46,Medium,4,4,7,6,7833.37,5,24.84,79.71,1925.61,True
27,Task 27,Networking,Employee_46,Medium,4,4,7,6,7833.37,6,20.29,100.0,2042.48,True
28,Task 28,Platform,Employee_87,Low,6,6,11,12,15761.91,1,0.0,0.0,0.0,False
28,Task 28,Platform,Employee_87,Low,6,6,11,12,15761.91,2,0.0,0.0,0.0,False
28,Task 28,Platform,Employee_87,Low,6,6,11,12,15761.91,3,0.0,0.0,0.0,False
28,Task 28,Platform,Employee_87,Low,6,6,11,12,15761.91,4,0.0,0.0,0.0,False
28,Task 28,Platform,Employee_87,Low,6,6,11,12,15761.91,5,0.0,0.0,0.0,False
28,Task 28,Platform,Employee_87,Low,6,6,11,12,15761.91,6,2.87,2.87,508.1,False
28,Task 28,Platform,Employee_87,Low,6,6,11,12,15761.91,7,25.21,28.08,5116.1,False
28,Task 28,Platform,Employee_87,Low,6,6,11,12,15761.91,8,3.6,31.68,628.93,False
28,Task 28,Platform,Employee_87,Low,6,6,11,12,15761.91,9,23.37,55.05,4242.63,False
29,Task 29,Data,Employee_14,Low,2,2,3,5,17732.44,1,0.0,0.0,0.0,False
29,Task 29,Data,Employee_14,Low,2,2,3,5,17732.44,2,30.82,30.82,6996.53,False
29,Task 29,Data,Employee_14,Low,2,2,3,5,17732.44,3,44.86,75.68,9992.83,False
29,Task 29,Data,Employee_14,Low,2,2,3,5,17732.44,4,6.94,82.62,1331.6,False
29,Task 29,Data,Employee_14,Low,2,2,3,5,17732.44,5,17.38,100.0,3537.5,False
30,Task 30,Security,Employee_55,Medium,2,3,4,5,3971.36,1,0.0,0.0,0.0,False
30,Task 30,Security,Employee_55,Medium,2,3,4,5,3971.36,2,22.5,22.5,1012.6,False
30,Task 30,Security,Employee_55,Medium,2,3,4,5,3971.36,3,17.33,39.82,640.69,False
30,Task 30,Security,Employee_55,Medium,2,3,4,5,3971.36,4,33.28,73.11,1704.82,False
30,Task 30,Security,Employee_55,Medium,2,3,4,5,3971.36,5,26.89,100.0,1382.6,False
31,Task 31,Platform,Employee_57,Low,5,1,5,5,18113.8,1,0.0,0.0,0.0,True
31,Task 31,Platform,Employee_57,Low,5,1,5,5,18113.8,2,0.0,0.0,0.0,True
31,Task 31,Platform,Employee_57,Low,5,1,5,5,18113.8,3,0.0,0.0,0.0,True
31,Task 31,Platform,Employee_57,Low,5,1,5,5,18113.8,4,0.0,0.0,0.0,True
31,Task 31,Platform,Employee_57,Low,5,1,5,5,18113.8,5,100.0,100.0,20186.72,True
32,Task 32,Platform,Employee_12,Medium,2,2,3,5,7098.65,1,0.0,0.0,0.0,False
32,Task 32,Platform,Employee_12,Medium,2,2,3,5,7098.65,2,17.42,17.42,1563.23,False
32,Task 32,Platform,Employee_12,Medium,2,2,3,5,7098.65,3,38.3,55.71,3341.12,False
32,Task 32,Platform,Employee_12,Medium,2,2,3,5,7098.65,4,32.95,88.67,2993.97,False
32,Task 32,Platform,Employee_12,Medium,2,2,3,5,7098.65,5,11.33,100.0,957.66,False
33,Task 33,Security,Employee_52,Medium,1,2,2,3,4440.2,1,31.53,31.53,1745.12,False
33,Task 33,Security,Employee_52,Medium,1,2,2,3,4440.2,2,23.04,54.57,939.15,False
33,Task 33,Security,Employee_52,Medium,1,2,2,3,4440.2,3,45.43,100.0,1836.71,False
34,Task 34,Networking,Employee_34,Medium,4,3,6,8,26717.34,1,0.0,0.0,0.0,False
34,Task 34,Networking,Employee_34,Medium,4,3,6,8,26717.34,2,0.0,0.0,0.0,False
34,Task 34,Networking,Employee_34,Medium,4,3,6,8,26717.34,3,0.0,0.0,0.0,False
34,Task 34,Networking,Employee_34,Medium,4,3,6,8,26717.34,4,14.03,14.03,3945.64,False
34,Task 34,Networking,Employee_34,Medium,4,3,6,8,26717.34,5,26.53,40.56,9128.32,False
34,Task 34,Networking,Employee_34,Medium,4,3,6,8,26717.34,6,31.61,72.17,10446.85,False
34,Task 34,Networking,Employee_34,Medium,4,3,6,8,26717.34,7,7.53,79.7,2484.37,False
34,Task 34,Networking,Employee_34,Medium,4,3,6,8,26717.34,8,20.3,100.0,5897.56,False
34,Task 34,Networking,Employee_34,Medium,4,3,6,8,26717.34,9,0.0,100.0,0.0,False
35,Task 35,Networking,Employee_20,Low,2,3,4,7,27139.43,1,0.0,0.0,0.0,False
35,Task 35,Networking,Employee_20,Low,2,3,4,7,27139.43,2,12.86,12.86,4533.64,False
35,Task 35,Networking,Employee_20,Low,2,3,4,7,27139.43,3,9.4,22.27,2864.19,False
35,Task 35,Networking,Employee_20,Low,2,3,4,7,27139.43,4,4.1,26.36,1342.54,False
35,Task 35,Networking,Employee_20,Low,2,3,4,7,27139.43,5,23.87,50.23,8277.51,False
35,Task 35,Networking,Employee_20,Low,2,3,4,7,27139.43,6,22.6,72.83,7604.58,False
35,Task 35,Networking,Employee_20,Low,2,3,4,7,27139.43,7,27.17,100.0,7365.65,False
36,Task 36,Platform,Employee_96,Low,3,1,3,5,23176.31,1,0.0,0.0,0.0,False
36,Task 36,Platform,Employee_96,Low,3,1,3,5,23176.31,2,0.0,0.0,0.0,False
36,Task 36,Platform,Employee_96,Low,3,1,3,5,23176.31,3,30.08,30.08,7965.15,False
36,Task 36,Platform,Employee_96,Low,3,1,3,5,23176.31,4,12.87,42.95,2957.02,False
36,Task 36,Platform,Employee_96,Low,3,1,3,5,23176.31,5,57.05,100.0,15452.22,False
37,Task 37,Security,Employee_8,Low,5,1,5,6,10478.39,1,0.0,0.0,0.0,False
37,Task 37,Security,Employee_8,Low,5,1,5,6,10478.39,2,0.0,0.0,0.0,False
37,Task 37,Security,Employee_8,Low,5,1,5,6,10478.39,3,0.0,0.0,0.0,False
37,Task 37,Security,Employee_8,Low,5,1,5,6,10478.39,4,0.0,0.0,0.0,False
37,Task 37,Security,Employee_8,Low,5,1,5,6,10478.39,5,60.85,60.85,6027.65,False
37,Task 37,Security,Employee_8,Low,5,1,5,6,10478.39,6,39.15,100.0,4794.63,False
38,Task 38,Platform,Employee_87,Low,2,4,5,8,5262.4,1,0.0,0.0,0.0,False
38,Task 38,Platform,Employee_87,Low,2,4,5,8,5262.4,2,11.62,11.62,649.23,False
38,Task 38,Platform,Employee_87,Low,2,4,5,8,5262.4,3,16.26,27.89,816.1,False
38,Task 38,Platform,Employee_87,Low,2,4,5,8,5262.4,4,11.62,39.51,557.42,False
38,Task 38,Platform,Employee_87,Low,2,4,5,8,5262.4,5,17.73,57.24,1121.73,False
38,Task 38,Platform,Employee_87,Low,2,4,5,8,5262.4,6,12.21,69.45,737.43,False
38,Task 38,Platform,Employee_87,Low,2,4,5,8,5262.4,7,12.37,81.82,769.29,False
38,Task 38,Platform,Employee_87,Low,2,4,5,8,5262.4,8,18.18,100.0,942.71,False
38,Task 38,Platform,Employee_87,Low,2,4,5,8,5262.4,9,0.0,100.0,0.0,False
39,Task 39,Security,Employee_75,High,5,1,5,6,20046.74,1,0.0,0.0,0.0,False
39,Task 39,Security,Employee_75,High,5,1,5,6,20046.74,2,0.0,0.0,0.0,False
39,Task 39,Security,Employee_75,High,5,1,5,6,20046.74,3,0.0,0.0,0.0,False
39,Task 39,Security,Employee_75,High,5,1,5,6,20046.74,4,0.0,0.0,0.0,False
39,Task 39,Security,Employee_75,High,5,1,5,6,20046.74,5,66.32,66.32,13830.89,False
